Unnamed: 0,index,address,categories,city,country,latitude,longitude,name,postalCode,province,reviews.date,reviews.dateAdded,reviews.rating,reviews.text,reviews.title,reviews.username
250,1050,4963 Southport Supply Rd,Hotels,Southport,US,33.9534,-78.0521,Comfort Suites Southport,28461,Blng Spg Lks,2016-07-21T00:00:00Z,2016-11-09T01:09:30Z,5.0,Close to restaraunts and only 5 mi Utes to the beach. Pool was very clean . Will return next year.,great location,Cheryl
251,1051,4963 Southport Supply Rd,Hotels,Southport,US,33.9534,-78.0521,Comfort Suites Southport,28461,Blng Spg Lks,2015-03-10T00:00:00Z,2016-11-09T01:09:30Z,4.0,My wife and I came in for a wedding and the hotel staff made sure everything went great. Very nice people who were more than willing to help out.,Nice Stay,A Traveler
252,1052,4963 Southport Supply Rd,Hotels,Southport,US,33.9534,-78.0521,Comfort Suites Southport,28461,Blng Spg Lks,2016-05-11T00:00:00Z,2016-11-09T01:09:30Z,3.0,"Did I stay at the same hotel as other reviewers This is not NOT an above average accommodation. I liked the room layout and comfortable bed with good linens and pillows. The buffet breakfast was extensive including fruit, eggs and sausage (as well as the ubiquitous waffle maker) and low-sugar syrup. What was strange was how closely the breakfast bar attendant watched my every move. I think she was trying to be responsive, but she asked me what I was looking for every time I glanced at the selections. The cons for me were the age of the furniture and fixtures and the cleanliness. I have never cited cleanliness in a review-I can let a lot of things pass. But I cannot accept obvious, fresh stains on both the bath vanity and kitchenette counter, especially when they wipe away easily with water, suggesting that not even a rag was dragged across them. The hotel staff was very nice, but always a turn-off for me when they walk in from their cigarette break at the front of the hotel as you walk in behind them. Surprisingly this hotel and the Wingate were nearly equally ranked (and priced) on this site. They are not similar in quality. I checked out the Wingate while in town. It has a much nicer lobby and breakfast room, where a hot breakfast is provided, not a continental as described. The room I was shown had newer furniture, granite kitchenette counter and tile tub/shower surround. Closer to town, it has a few stores within walking distance.",Better Choices,Richard
253,1053,4963 Southport Supply Rd,Hotels,Southport,United States,33.9534,-78.0521,Comfort Suites Southport,28461,Blng Spg Lks,2015-11-06T00:00:00Z,2016-11-09T01:09:30Z,4.0,I told the lady at the desk that I don't have any complaints with the hotel. We will stay there again.,Better Choices,Richard
254,1054,4963 Southport Supply Rd,Hotels,Southport,US,33.9534,-78.0521,Comfort Suites Southport,28461,Blng Spg Lks,2015-08-09T00:00:00Z,2016-11-09T01:09:30Z,4.0,"This was an overnight trip to the beach. The location was ok, the road construction mentioned before is still ongoing but a quick u-ie didn't make getting in too terrible. All the members of staff were very friendly. I floated around the pool in the evening, maybe past closing time... perhaps we were quiet enough they didn't kick us out. In the morning I had my heart set on a muffin for breakfast, other than the banana nut and bran that were out, and they searched to no avail. The coffee shop down the road was great (snicker doodle muffin and iced chai, mmmmm)! Location made it easy to get around between Oak Island and Wilmington. Only negative was that the bed was hard. I couldn't seem to get comfortable at all.",Quick beach weekend,Marlena
255,1055,4963 Southport Supply Rd,Hotels,Southport,US,33.9534,-78.0521,Comfort Suites Southport,28461,Blng Spg Lks,2016-05-04T00:00:00Z,2016-11-09T01:09:30Z,4.0,"convenient location, good staff, nice room, quiet, adequate breakfast",Quick beach weekend,Marlena
256,1056,4963 Southport Supply Rd,Hotels,Southport,US,33.9534,-78.0521,Comfort Suites Southport,28461,Blng Spg Lks,2015-04-26T00:00:00Z,2016-11-09T01:09:30Z,3.0,"Clean, comfortable room. Staff was friendly and helpful. Starting breakfast earlier (6am instead of 6:30 or 7am) would be nice for the early riser. Construction on the road in front taking place, getting into and out of the hotel parking lot mad edifficult at times.","Nice place, close to everything",John
257,1057,4963 Southport Supply Rd,Hotels,Southport,US,33.9534,-78.0521,Comfort Suites Southport,28461,Blng Spg Lks,2015-05-16T00:00:00Z,2016-11-09T01:09:30Z,5.0,Ecellent and fiendly staff.all very positive including full breakfast.,great place to stay,RICK D
258,1058,4963 Southport Supply Rd,Hotels,Southport,US,33.9534,-78.0521,Comfort Suites Southport,28461,Blng Spg Lks,2015-09-16T00:00:00Z,2016-11-09T01:09:30Z,2.0,"This is a nice hotel. The road construction makes it fairly dangerous to get in to but once in the parking lot, it is it OK. While we were very impressed with everyone and everything during our first two days we were absolutely disgusted on Sunday. We left our room early Sunday and returned that evening to find our room had been left open ALL DAY - with dirty towels stacked in front of our door to keep it open and the bed left unmade - and ALL of our personal items (computers, phones, etc.) left out for anyone and everyone to peruse. And after being made aware we were still charged full price for our room with nothing more than a oh - sorry about that. It is a shamed that the week end crew with obviously NO management at all - could ruin the reputation of the regular staff who seemed to take some pride in the property.",Don't stay over the week end,Dave
259,1059,4963 Southport Supply Rd,Hotels,Southport,US,33.9534,-78.0521,Comfort Suites Southport,28461,Blng Spg Lks,2015-09-19T00:00:00Z,2016-11-09T01:09:30Z,5.0,Our stay was wonderful! Hotel itself was good once the construction is finished it will be much better,Don't stay over the week end,Rosalind
260,1060,4963 Southport Supply Rd,Hotels,Southport,US,33.9534,-78.0521,Comfort Suites Southport,28461,Blng Spg Lks,2015-07-20T00:00:00Z,2016-11-09T01:09:30Z,5.0,We had a great time. First time traveling with our dog. They made all of us feel welcone. Great breakfast buffet and lots of little touch that just added to the experience. The staff were very friendly and accmodating. We would recommend this hotel to everyone. We will be back :),Great experience,A Traveler
261,1061,4963 Southport Supply Rd,Hotels,Southport,US,33.9534,-78.0521,Comfort Suites Southport,28461,Blng Spg Lks,2015-06-05T00:00:00Z,2016-11-09T01:09:30Z,5.0,My daughter was in the Oak Island Triathalon. I choose to stay at Comfort Suites because of its reputation and closeness to Oak Island. I was very pleased with the hotel. Very clean and great staff.,Great stay,Mary
262,1062,4963 Southport Supply Rd,Hotels,Southport,US,33.9534,-78.0521,Comfort Suites Southport,28461,Blng Spg Lks,2015-05-26T00:00:00Z,2016-11-09T01:09:30Z,4.0,We stayed after the very busy Memorial Day Week end. The key card machine had broke due to the large number of patrons over the week end. The staff were very friendly and walked us to our rooms to open the door and were staffed for coming and going due to this unusual situation.,"friendly staff, clean rooms and good location",RICK D
263,1063,4963 Southport Supply Rd,Hotels,Southport,US,33.9534,-78.0521,Comfort Suites Southport,28461,Blng Spg Lks,2015-09-05T00:00:00Z,2016-11-09T01:09:30Z,4.0,"I stayed 3 nights at Comfort Suites. The staff is very helpful, knowledgeable and friendly. The room was large and very comfortable. There is a lovely swimming pool outside. The location, half way between Southport and Oak Island, is very convenient and there are plenty of sights, beaches, and things to do in the close surroundings. The neighborhood is safe and there is plenty of parking space. I enjoyed the nice breakfast. If you stay on a busy week-end, the breakfast room gets packed and there is unfortunately not enough space for everyone to be sitting. This is the only downside to this wonderful and very affordable hotel in a great location",Staying at Comfort Suites in Southpourt,A Traveler
264,1064,4963 Southport Supply Rd,Hotels,Southport,US,33.9534,-78.0521,Comfort Suites Southport,28461,Blng Spg Lks,2015-09-19T00:00:00Z,2016-11-09T01:09:30Z,5.0,"We were attending a wedding at Bald Head Island, and being from out of town, we needed to get a hotel. It was only for one night, and we didn't want to spend a lot of money, as we were only going to be in the room to sleep. We were very impressed with this hotel. It wasn't expensive, but it was very , very nice. Spotlessly clean...staff very helpful and friendly.",Great Hotel!!!,Jeannie
265,1065,4963 Southport Supply Rd,Hotels,Southport,US,33.9534,-78.0521,Comfort Suites Southport,28461,Blng Spg Lks,2016-08-10T00:00:00Z,2016-11-09T01:09:30Z,4.0,"The hotel staff was friendly and the check-in / check-out process was simple. The room stayed clean and the bed was comfortable. The TV seemed to have the wrong picture format set on the hotel side of the broadcast to the room. When attempting to watch the Olympics, the left and right edges of the broadcast were cut-off and not visible. The parking lot is a touch too small for the amount of rooms available, at times it may be difficult to find a parking spot if returning to the hotel late at night. The location of the hotel being on the corner of NC-211 and NC-133 creates some difficulty getting in and out of the parking lot. My wife and I were able to drive into Southport for shopping and restaurants also visit Oak Island a little further south for the beaches.",Clean room and good breakfast,Jeremy
266,1066,4963 Southport Supply Rd,Hotels,Southport,US,33.9534,-78.0521,Comfort Suites Southport,28461,Blng Spg Lks,2016-06-10T00:00:00Z,2016-11-09T01:09:30Z,4.0,"Our stay was a pleasant, overnight stay. The room was clean and comfortable. The staff was super friendly and helpful. The complimentary breakfast was tasty. Aside from the hotel having a tiny, swimming pool, I have nothing but praise. I am a picky person especially when it comes to cleanliness. I would not hesitate to return and plan to do so in the future. Go. Stay. Enjoy. It's a great value for the price.",Clean Accommodations Not Far from Oak Island NC,Jeremy
267,1067,4963 Southport Supply Rd,Hotels,Southport,US,33.9534,-78.0521,Comfort Suites Southport,28461,Blng Spg Lks,2016-04-29T00:00:00Z,2016-11-09T01:09:30Z,5.0,Only complaint is the view. We stayed in room 329 and the view was depressing!,Clean Accommodations Not Far from Oak Island NC,A Traveler
268,1068,4963 Southport Supply Rd,Hotels,Southport,US,33.9534,-78.0521,Comfort Suites Southport,28461,Blng Spg Lks,2015-05-24T00:00:00Z,2016-11-09T01:09:30Z,4.0,"Very good. The only problem was their room keys were not working. So every time you returned to your room. Someone had to escort you, and let you in. I was told that I would get a 20.00 credit for the problem. We would stay there again for sure.",fort fisher family,david
269,1069,4963 Southport Supply Rd,Hotels,Southport,US,33.9534,-78.0521,Comfort Suites Southport,28461,Blng Spg Lks,2016-01-13T00:00:00Z,2016-11-09T01:09:30Z,3.0,Gave me a room that wasn't ready. I was exhausted from driving. Front desk was very apologetic and fixed the situation immediately. Staff quite nice. Room clean and comfortable.,fort fisher family,Ann
270,1070,4963 Southport Supply Rd,Hotels,Southport,US,33.9534,-78.0521,Comfort Suites Southport,28461,Blng Spg Lks,2015-06-20T00:00:00Z,2016-11-09T01:09:30Z,3.0,"The staff at this hotel, all of them were wonderful, kind,friendly and courteous.",Great staff,Patricia
271,1071,4963 Southport Supply Rd,Hotels,Southport,US,33.9534,-78.0521,Comfort Suites Southport,28461,Blng Spg Lks,2015-05-09T00:00:00Z,2016-11-09T01:09:30Z,5.0,We love it..it's our go-to Island hotel. Great folks and great location and the breakfast is always good too!,Love this hotel,Scottie
272,1072,4963 Southport Supply Rd,Hotels,Southport,US,33.9534,-78.0521,Comfort Suites Southport,28461,Blng Spg Lks,2016-05-15T00:00:00Z,2016-11-09T01:09:30Z,5.0,"This was a great place to stay, only thing is that they do not serve breakfast till 6:30 am which i thought was strange beacause like me i like to get back on the road early so i missed it.",Love this hotel,Scottie
273,1073,4963 Southport Supply Rd,Hotels,Southport,US,33.9534,-78.0521,Comfort Suites Southport,28461,Blng Spg Lks,2015-06-22T00:00:00Z,2016-11-09T01:09:30Z,4.0,The staff were the nicest that I've ever had at a hotel.,Love this hotel,A Traveler
274,1074,4963 Southport Supply Rd,Hotels,Southport,US,33.9534,-78.0521,Comfort Suites Southport,28461,Blng Spg Lks,2015-07-31T00:00:00Z,2016-11-09T01:09:30Z,4.0,"Hotel was very accommodating, staff very cordial and understanding as I had to change plans mid stream Convenient to all attractions and beach",July 15 Stay,A Traveler
275,1075,4963 Southport Supply Rd,Hotels,Southport,United States,33.9534,-78.0521,Comfort Suites Southport,28461,Blng Spg Lks,2016-06-26T00:00:00Z,2016-11-09T01:09:30Z,4.0,A place near southport. Clean and friendly. King suite Room was spacious and clean. Hotel is a little dated though.,Near southport,Nathan
276,1076,4963 Southport Supply Rd,Hotels,Southport,US,33.9534,-78.0521,Comfort Suites Southport,28461,Blng Spg Lks,2015-08-21T00:00:00Z,2016-11-09T01:09:30Z,4.0,Difficult to get in or out due to construction. Not enough tables for breakfast otherwise nice comfortable hotel good service,Near southport,margaret
277,1077,4963 Southport Supply Rd,Hotels,Southport,US,33.9534,-78.0521,Comfort Suites Southport,28461,Blng Spg Lks,2016-06-09T00:00:00Z,2016-11-09T01:09:30Z,4.0,"Our room was clean and comfortable except the throw size pillows on the bed. We did have an issue with the toilet overflowing the first day we arrived. The cleaning lady came by and cleaned it up and gave us a plunger. It continued to stop up/drain slow for the remainder of our two day stay. We did report it to the front desk, but whether anyone actually checked it out, I can't say. Other than being a nuisance, it wasn't a big issue. As for the location, we expected there to be more in South Port and were disappointed with the town overall. Next time we will stay at Carolina Beach or in Wilmington, which both have more things to do.",Clean Comfortable Hotel ... Not much to do.,Dena
278,1078,4963 Southport Supply Rd,Hotels,Southport,US,33.9534,-78.0521,Comfort Suites Southport,28461,Blng Spg Lks,2015-03-25T00:00:00Z,2016-11-09T01:09:30Z,4.0,Expedia really screwed up our reservations and the staff went way out of their way to fix things. If it were not for the staff we would have been sleeping on the street and paying to do so. I will be very reluctant to ever book through Expedia again.,The staff was excellent,A Traveler
279,1079,4963 Southport Supply Rd,Hotels,Southport,US,33.9534,-78.0521,Comfort Suites Southport,28461,Blng Spg Lks,2015-05-27T00:00:00Z,2016-11-09T01:09:30Z,2.0,This trip was for a pleasant day at Oak Island It turn into a complete waste of time due to extreme traffic and construction in the area. The line was literally 10 mile back ups. Local traffic a mess Waiting in traffic to go to dinner for nearly 1-2 hrs. Hotel was a complete mess They had no key reader for your hotel room so every time you wanted to get back in you would have to get someone at front desk to let you in. What awful stay and a waste of my money!!! Would not recommend ! By the way they hide dirt well. Nasty,Not worth your money during construction!!!!!!!,Carol
280,1080,4963 Southport Supply Rd,Hotels,Southport,US,33.9534,-78.0521,Comfort Suites Southport,28461,Blng Spg Lks,2015-06-01T00:00:00Z,2016-11-09T01:09:30Z,3.0,Didn't like the bathroom overhead light and fan being controlled by same switch. It disturbs the sleeping person when one goes to the bathroom.,Very convenient.,A Traveler
281,1081,4963 Southport Supply Rd,Hotels,Southport,US,33.9534,-78.0521,Comfort Suites Southport,28461,Blng Spg Lks,2016-06-08T00:00:00Z,2016-11-09T01:09:30Z,5.0,Really enjoyed our stay. The beds are very comfy and the staff very friendly. The lady that cooked breakfast named Vicki did an awesome job on breakfast and was helpful to us with questions we had about the island.,Great get away,Ruby
282,1082,4963 Southport Supply Rd,Hotels,Southport,US,33.9534,-78.0521,Comfort Suites Southport,28461,Blng Spg Lks,2016-02-20T00:00:00Z,2016-11-09T01:09:30Z,2.0,"A web sight highly rated this hotel. For this reason and with a good rate, I booked the hotel.As is our practice, we bring wipes to clean the phone, door knobs, TV remote and bathroom etc. We found all of the above dirty. The bath grab handle was all mold. We covered the handle when the tub was used. I did not complain to the hotel because the were begining a remodel of the public bath which led me to believe their answer would be remodeling.",NC visit,Louis
283,1083,4963 Southport Supply Rd,Hotels,Southport,US,33.9534,-78.0521,Comfort Suites Southport,28461,Blng Spg Lks,2015-08-22T00:00:00Z,2016-11-09T01:09:30Z,5.0,I will definitely be staying here again. The middle aged woman at the front desk (I can't remember her name) was very polite and very helpful. She gave me a neat little map of the whole area and told me and my wife where good places to eat and visit. Our room was clean and setup really nice. The breakfast was good. I will be coming back here next time I visit this side of the beach.,Great hotel!,Wyatt
284,1084,4963 Southport Supply Rd,Hotels,Southport,US,33.9534,-78.0521,Comfort Suites Southport,28461,Blng Spg Lks,2015-04-18T00:00:00Z,2016-11-09T01:09:30Z,4.0,"Room was clean, attractive and well priced. Staff was friendly. My only critique is that the dining room is a little small for the size of the hotel and there is some road work that made entering the parking lot a little confusing (obviously the latter is not the hotels fault.)",Clean. Well maintained,Susan
285,1085,4963 Southport Supply Rd,Hotels,Southport,US,33.9534,-78.0521,Comfort Suites Southport,28461,Blng Spg Lks,2015-12-11T00:00:00Z,2016-11-09T01:09:30Z,4.0,"Spent 2 nights in Southport. Furniture in room appeared older and worn in appearance.however they seem to be renovating. Very nice breakfast.TV service was poor.Most channels not working,luckily we were not in the room except at night the one negative about this stay was the traffic construction in front of the hotel which was a extreme hardship to entering and exiting",pleasant weekend vist,Not Provided
286,1086,4963 Southport Supply Rd,Hotels,Southport,US,33.9534,-78.0521,Comfort Suites Southport,28461,Blng Spg Lks,2015-06-02T00:00:00Z,2016-11-09T01:09:30Z,5.0,Could use an update on a few things... Noticed mold in shower and such but overall good experience!,Very friendly staff,A Traveler
287,1087,4963 Southport Supply Rd,Hotels,Southport,US,33.9534,-78.0521,Comfort Suites Southport,28461,Blng Spg Lks,2016-06-20T00:00:00Z,2016-11-09T01:09:30Z,4.0,This is a good hotel with quick access to oak island or down town Southport. The room was bigger than we anticipated. Which was nice. Front desk staff was friendly. Only negative was the road construction going on overnight. It was loud at times. Wish we slept on the other side of the hotel. But that's temporary. When finished we will stay there again.,"Nice hotel, staff, and a large room.",A Traveler
288,1088,4963 Southport Supply Rd,Hotels,Southport,US,33.9534,-78.0521,Comfort Suites Southport,28461,Blng Spg Lks,2015-03-12T00:00:00Z,2016-11-09T01:09:30Z,5.0,The staff was very friendly and efficient. An added touch was the fresh popcorn made each afternoon. It was a welcome surprise. Another feature that adds to my stay is the inclusion of breakfast and a fresh cup of coffee. My only complaint is that sound was easily heard between rooms. It seems many hotels have this problem. Other than that I have a very pleasant stay.,Very comfortable hotel close to my future home.,Diana
289,1089,4963 Southport Supply Rd,Hotels,Southport,US,33.9534,-78.0521,Comfort Suites Southport,28461,Blng Spg Lks,2015-06-26T00:00:00Z,2016-11-09T01:09:30Z,5.0,It was in the middle of all the town we were able to drive to.,Great place to stay.,Judy
290,1090,4963 Southport Supply Rd,Hotels,Southport,US,33.9534,-78.0521,Comfort Suites Southport,28461,Blng Spg Lks,2016-07-23T00:00:00Z,2016-11-09T01:09:30Z,5.0,On the way into Southport and convenient to going into town and the restaurants.,Good price and reasonably close to Southport.,Judy
291,1091,4963 Southport Supply Rd,Hotels,Southport,US,33.9534,-78.0521,Comfort Suites Southport,28461,Blng Spg Lks,2015-05-25T00:00:00Z,2016-11-09T01:09:30Z,1.0,Worst hotel experience ever. The hotel's card reader was broken so no key was given out. They simply wrote down your room number and you had to ask someone to let you in your room every time. So anyone could have gotten in my room at any time. Plus the staff expressed how annoyed they were by having to do this. I felt as if I could never leave my room. Was not offered a discount or an apology. Will never go back.,Horrible,Jennifer
292,1092,4963 Southport Supply Rd,Hotels,Southport,US,33.9534,-78.0521,Comfort Suites Southport,28461,Blng Spg Lks,2015-06-08T00:00:00Z,2016-11-09T01:09:30Z,5.0,"Large room, very nice overall.",Great,A Traveler
293,1093,4963 Southport Supply Rd,Hotels,Southport,US,33.9534,-78.0521,Comfort Suites Southport,28461,Blng Spg Lks,2016-04-18T00:00:00Z,2016-11-09T01:09:30Z,4.0,"I enjoyed the hotel accommodations. The staff was polite but not very helpful. I discovered stuff on my own. The room was clean,comfortable quiet.",Overall nice stay,A Traveler
294,1094,4963 Southport Supply Rd,Hotels,Southport,US,33.9534,-78.0521,Comfort Suites Southport,28461,Blng Spg Lks,2016-08-13T00:00:00Z,2016-11-09T01:09:30Z,5.0,Everything was great from check-in to checkout except that we had to go to another floor for ice and I had to track down housekeeping staff to change sheets and bring more clean towels. We were out for several hours and expected this done when we got back to our room.,Overall nice stay,Marie
295,1095,4963 Southport Supply Rd,Hotels,Southport,US,33.9534,-78.0521,Comfort Suites Southport,28461,Blng Spg Lks,2015-04-14T00:00:00Z,2016-11-09T01:09:30Z,4.0,Nice room with ample space and a comfortable bed. Breakfast was scrambled eggs and bicuits and gravy. waffles and assorted juces and fruits.,Comfort and Quiet,Gary
296,1096,4963 Southport Supply Rd,Hotels,Southport,US,33.9534,-78.0521,Comfort Suites Southport,28461,Blng Spg Lks,2016-10-21T00:00:00Z,2016-11-09T01:09:30Z,4.0,The bed on the floor above us was super noisy. I asked the Front Desk to change our room and they were able to do so. Breakfast wasn't very tasty.,Comfort and Quiet,A Traveler
297,1097,4963 Southport Supply Rd,Hotels,Southport,US,33.9534,-78.0521,Comfort Suites Southport,28461,Blng Spg Lks,2016-07-15T00:00:00Z,2016-11-09T01:09:30Z,4.0,"We weren't in the room much but the bed was comfortable, had all the basic amenities besides hot breakfast, pool (we didn't get to use), etc. it was clean. We weren't really near much but beaches, other cities weren't too far away. Enjoyed our stay there.","Clean, quiet, comfortable",A Traveler
298,1098,4963 Southport Supply Rd,Hotels,Southport,US,33.9534,-78.0521,Comfort Suites Southport,28461,Blng Spg Lks,2016-08-26T00:00:00Z,2016-11-09T01:09:30Z,5.0,great place to stay breakfast was awsome,"Clean, quiet, comfortable",A Traveler
299,1099,4963 Southport Supply Rd,Hotels,Southport,United States,33.9534,-78.0521,Comfort Suites Southport,28461,Blng Spg Lks,2016-09-10T00:00:00Z,2016-11-09T01:09:30Z,5.0,Enjoyable,"Clean, quiet, comfortable",A Traveler
300,1100,4963 Southport Supply Rd,Hotels,Southport,US,34.91815333333333,-77.36287666666666,Comfort Suites Southport,28461,Blng Spg Lks,2016-08-27T00:00:00Z,2016-11-09T01:09:30Z,4.0,The room was nice clean. We thought we were going to have problems with dogs barking in other rooms but they settled down. There were children running around above us it was late! They settled down too! The breakfast was good. Overall not too bad. I have a suggestion though it would be good to put the folk with pets on one floor in the event someone coming in is allergic to pet hair.,"Clean, quiet, comfortable",Queena
302,1102,716 21st St,Hotels,Virginia Beach,US,35.88290666666666,-76.67365333333333,Ambassadors Inn and Suites,23451,VA,2016-03-26T00:00:00Z,2016-11-16T07:43:02Z,5.0,Relaxing. Nice and peaceful.,Time to relax.,James
303,1103,716 21st St,Hotels,Virginia Beach,US,36.84766,-75.98443,Ambassadors Inn and Suites,23451,VA,2016-07-25T00:00:00Z,2016-11-16T07:43:02Z,3.0,Room could use upgrades. It is not walking distance to beach.better to pay the extra to stay closer to beach and restaurants.,Updates needed,A Traveler
304,1104,716 21st St,Hotels,Virginia Beach,US,36.84766,-75.98443,Ambassadors Inn and Suites,23451,VA,2016-04-22T00:00:00Z,2016-11-16T07:43:02Z,3.0,The hotel was great for our stay. It was a couples trip for beach week. The only things I didn't like was the cleanliness of the bathroom. And as a women that's a big part of staying in the hotel,Updates needed,Aquirah
305,1105,716 21st St,Hotels,Virginia Beach,US,36.84766,-75.98443,Ambassadors Inn and Suites,23451,VA,2016-07-07T00:00:00Z,2016-11-16T07:43:02Z,3.0,"Not a bad stay , hotel could use a remodel. .nice to have a 24 hr restaurant on premises. .pool was nice as well. .I'd book again",descent hotel,tommy
306,1106,716 21st St,Hotels,Virginia Beach,US,36.84766,-75.98443,Ambassadors Inn and Suites,23451,VA,2016-07-14T00:00:00Z,2016-11-16T07:43:02Z,2.0,Musty smelling bathroom. Continental breakfast was a joke. Bananas were edible.,You get what you pay for!,Terry
307,1107,716 21st St,Hotels,Virginia Beach,US,36.84766,-75.98443,Ambassadors Inn and Suites,23451,VA,2016-06-24T00:00:00Z,2016-11-16T07:43:02Z,2.0,"Went to Virginia Beach to pick up our son from deployment. Checked into our hotel on Friday evening. Went to our room, which looked nice at first. Looked under the mattress only to find a bedbug. Manager tried to say it was a cockroach. They did offer to upgrade our room but I just wanted a refund. I only got refunded one night and lost my money for the second night. Definitely would not recommend staying there.",Bed Bugs,Patricia
308,1108,716 21st St,Hotels,Virginia Beach,US,36.84766,-75.98443,Ambassadors Inn and Suites,23451,VA,2015-10-13T00:00:00Z,2016-11-16T07:43:02Z,2.0,overpriced/older/bed ok/fridge grimy iced/brkf ended too early for a Sat am,Older complex,A Traveler
309,1109,716 21st St,Hotels,Virginia Beach,US,36.84766,-75.98443,Ambassadors Inn and Suites,23451,VA,2016-07-03T00:00:00Z,2016-11-16T07:43:02Z,1.0,"We atayed at the hotel from 7/3-7/6. The room was old, smelly, bathtub was broken, toilet seat was burned and the water presure was incosistent. Carpet was old and dirty. Room service came one time and just made our beds with all that was in our bed such as cheerios and baby's toys. They did not change our towels or clean the bathroom. Water in the pool was cold. Lot of noise around the pool did not make our stay relaxing. They charged 220 per night. It is such a shame to rip off hard working American people just bc they wanted to celebrate their most important holiday July 4th. This room is not worth 30. Would not recomend this hotel to anyone.",Poor quality,A Traveler
310,1110,716 21st St,Hotels,Virginia Beach,US,36.84766,-75.98443,Ambassadors Inn and Suites,23451,VA,2016-07-09T00:00:00Z,2016-11-16T07:43:02Z,4.0,Refrigerators was rusted,Poor quality,D
311,1111,716 21st St,Hotels,Virginia Beach,US,36.84766,-75.98443,Ambassadors Inn and Suites,23451,VA,2016-05-06T00:00:00Z,2016-11-16T07:43:02Z,1.0,Got a headache every time I went to the room. I think mold is in the walls. There were bugs in our beds. I didn't stay the second night that we had paid for.,Very bad experience,Kevin
312,1112,716 21st St,Hotels,Virginia Beach,US,36.84766,-75.98443,Ambassadors Inn and Suites,23451,VA,2016-05-25T00:00:00Z,2016-11-16T07:43:02Z,4.0,Enjoyed my stay I will stay again,Very bad experience,Charles
313,1113,716 21st St,Hotels,Virginia Beach,US,36.84766,-75.98443,Ambassadors Inn and Suites,23451,VA,2016-07-19T00:00:00Z,2016-11-16T07:43:02Z,3.0,Would stay again,Great for the money,Jordan
314,1114,716 21st St,Hotels,Virginia Beach,US,36.84766,-75.98443,Ambassadors Inn and Suites,23451,VA,2016-06-24T00:00:00Z,2016-11-16T07:43:02Z,1.0,"This was a true nightmare. The add stated it was oceanfront, it wasnt! the front door would not lock. It had gray duct on the lock section, which was painted it over. It appeared to be a place for squatters. It was not safe. The furniture was old, outdated and it smelled. And we couldn't get a refund!","could not get a refund, so we had to stay!",Jordan
315,1115,716 21st St,Hotels,Virginia Beach,US,36.84766,-75.98443,Ambassadors Inn and Suites,23451,VA,2016-06-10T00:00:00Z,2016-11-16T07:43:02Z,4.0,"The Hotel staff were very friendly and accommodating. The rooms were fine. There was a mini fridge, microwave, hair dryer, and ironing board/iron. However the showers were awful. The water would get scalding hot and then ice cold. At first we thought it was because everyone was returning from the beach but it continued. The Hotel is in a great location-5 block walk to beach, boardwalk, restaurants, shops and entertainment. The pool was nice with not many people there. All in all experience was fine-I would probably return because the price was good and the only bad thing was the showers.","could not get a refund, so we had to stay!",A Traveler
316,1116,716 21st St,Hotels,Virginia Beach,US,36.84766,-75.98443,Ambassadors Inn and Suites,23451,VA,2016-06-25T00:00:00Z,2016-11-16T07:43:02Z,1.0,The door to our room was broke and didn't even shut and latch. We just pushed it open all the time. The guest service was disorganized at desk and not very friendly. The hotel needs a lot more maintanence.,Too run down. Needs to be kept up with.,A Traveler
317,1117,716 21st St,Hotels,Virginia Beach,US,36.84766,-75.98443,Ambassadors Inn and Suites,23451,VA,2016-06-29T00:00:00Z,2016-11-16T07:43:02Z,3.0,"There is ample parking which is great because we would walk or ride our bikes to the beach everyday. We didn't move our car once. The bed was pretty comfortable and clean. The TV was nice and having a fridge and microwave was convenient. There were so many mirrors so there was no issue when getting ready. There was tons of counter space for toiletries inside and outside the bathroom. The bathroom needed and update and good cleaning, but nothing we couldn't handle. We actually booked another room to stay a night longer than expected and we were able to stay in the same room. It was a very easy process.",Fine Stay,R
318,1118,716 21st St,Hotels,Virginia Beach,US,36.84766,-75.98443,Ambassadors Inn and Suites,23451,VA,2016-03-18T00:00:00Z,2016-11-16T07:43:02Z,3.0,It suited us as needed a Simple accommodations with basic amenities. In process of renovation. Location was not ideal with no food or coffee had to drive to get one.,Good hotel. Very basic. In process of renovation.,R
319,1119,716 21st St,Hotels,Virginia Beach,US,36.84766,-75.98443,Ambassadors Inn and Suites,23451,VA,2016-06-08T00:00:00Z,2016-11-16T07:43:02Z,3.0,"The front desk personnel were great. I will return. Since I work in the travel business, I would recommend.",Feel like an ambassador.,madeline
320,1120,716 21st St,Hotels,Virginia Beach,US,36.84766,-75.98443,Ambassadors Inn and Suites,23451,VA,2016-06-08T00:00:00Z,2016-11-16T07:43:02Z,2.0,"The hotel charged additional fee for persons over 12 years old. The hotel did not provide facial tissues. The previous hotel guest left his watch in the room. He phoned back to ask us to look for the watch. When we found the watch, I informed the hotel staff and asked that they return the watch to the patron.",Feel like an ambassador.,Linda
321,1121,716 21st St,Hotels,Virginia Beach,US,36.84766,-75.98443,Ambassadors Inn and Suites,23451,VA,2016-03-31T00:00:00Z,2016-11-16T07:43:02Z,3.0,WiFi did not work well the entire stay.,Feel like an ambassador.,Anthony
